Title,Storyline
The Dark Mother Special+20mn,"In a bygone era in Cambodia, a small family resided. Nuon carried her pregnancy for several months with concerns that her baby may not survive. During her husband's absence, the villagers accused her of being the Dark Mother. Despite Nuon's efforts to protect her child, the local children feared her and refused to stay with her. The subsequent separation from her family left Nuon devastated. She recognized that a mother, whether human or ghost, must be present to care for her children."
The Dark Possesion Sinister Act,the darkest chapter Jennifer DOWNTAIN is off to a good start in her life (Christy McGinity ) She meets up with her old school friend until things turn for the worse
The Days Left,"A man loses a close person in his life, and is forced to experience the consequences."
The Dead Thing,"A young woman lost in a series of meaningless connections falls in love with a charismatic and sensitive man, who hides a dark secret that turns her affair into a dangerous obsession."
The Dead of Night,"Step into the darkness with The Dead of Night, a chilling new horror anthology that dares to explore every corner of fear. Featuring 8 episodes from 8 visionary filmmakers - each story a unique nightmare designed to keep audiences on the edge of their seats."
The Deadly Swarm,"A group of friends attend a medical trial retreat. Run by the suspicious Dr. Feldman, they soon discover the shocking secret of why they are there."
The Deliverance,"An Indiana family discovers strange, demonic occurrences that convince them and their community that the house is a portal to hell."
The Demon Disorder,"Tells the story of Graham, Jake and Phillip Reilly and their deceased father. Their pasts collide when a family secret is discovered, leading their father's garage to become the site of revenge from beyond the grave."
The Depths,"After a brother and sister achieve astral projection, the footage they capture reveals the malicious effects of their family trauma."
The Deserving,A depressed mute serial killer tormented in his house by the ghost of his victims. On the morning he's set to kill himself he's visited by a sudden walk-in client in need of a photo shoot.
The Despaired,"A grieving mail carrier finds a mysterious letter that resurrects her husband from the dead, with the race against time she must make three sacrifices before he's banished to the abyss for eternity."
The Devil Inside Her,"An ancient evil lurks within the walls in the castle of the Bormoncinis, and with the arrival of Catherine (Sherilyn Fenn), old demons have awoken, and the horrors of the past comes back to haunt the castle."
The Devil's Bath,"Austria in the 18th century. Forests surround villages. Killing a baby gets a woman sentenced to death. Agnes readies for married life with her beloved. But her mind and heart grow heavy. A gloomy path alone, evil thoughts arising."
The Devil's Disciples,"A forgotten prophecy resurfaces, casting a dark shadow over Lucifer's dominion. In a desperate race against time, his elite council must confront destiny -- or risk the fall of Hell's reign on Earth."
The Devil's Wasteland,Survivors of a deadly plague roam the North American wasteland in hopes of a future. They encounter a cannibalistic family with a deranged cult like leader. Things take a turn for the worse as the survivors are kidnapped and tortured
The Director's Cut,A video store owner plans a sting operation when he comes to believe that one of his regulars is a notorious serial killer known as The Fiend.
The Dog from a Graveyard,"A mysterious dog leaves his shift at the graveyard to watch three haunting horror movies; ""The Red Necromancer,"" ""TRUST,"" and ""The Stinkbug Man."""
The Doll Under the Stairs,"Norman has always had a fascination with dolls since he was a child. Now a grown man, his complex needs are supported by carers. When Johnny, a replacement care worker arrives, Norman s prize Doll, Hugo, mysteriously goes missing."
The Doomsday Virus,"A global terrorist organization known as the doomsday virus syndicate is ordered by its sinister evil leader Donnie Brown, a racist killer and sex offender from South Boston, Massachusetts and San Antonio, Texas, to proceed with nuclear bomb attacks in 4 cities. The targets include London, Montreal, New York City and Los Angeles. Billions of people would die in the destructive terrorist attacks and from the ashes Donnie and his army of mercenaries and assassins would rule what is left of the world with an iron fist, then manipulate every nation on Earth with computer viruses to declare World War 3, then after every country has annihilated each other, Donnie would be the one true terrorist king taking over the entire world and enslaving any survivors in destroyed cities as part of Donnie's new dominant empire of evil. A large team of NYPD police officers, FBI agents, CIA agents and MI6 British Secret Service agents must stop Donnie and his horrifying evil plans of world domination."
The Dream Ledger,A group of five complete strangers who are haunted by their own dreams and trauma from their past connect on the Internet -- and they decide to travel to the one motel where they all experienced the cause of their own separate nightmares.
The E-Ghost,"Five friends exploring an abandoned mansion are haunted by two ghosts - one friend, one foe. As they begin to disappear one by one, they realize these ghosts are playing a very specific game, and it may be too late for them to escape."
The Elite of Devils,"Five senior university students are invited to an old elite mansion by a professor, where she terrifies them and reveals her demonic power before making a decision."
The Emasculator,"When an ex-Army Ranger's daughter is raped on video by a group of small-time pornographers, he enlists the use of his trusty cattle Emasculator to get gruesome revenge. But things aren't quite that simple."
The Epidemic,Group of people find themselves trapped in States from Zombies.
The Evangelist,N/A
The Evil Within,A group of young people undergo a dangerous treatment that brings out their inner evil.
The Exorcism,A troubled actor begins to exhibit a disruptive behavior while shooting a horror film. His estranged daughter wonders if he's slipping back into his past addictions or if there's something more sinister at play.
The Exorcism of Margot Miles,A young girl is accused of being a demon by her teachers.
The Exorcism of Saint Patrick,"A pastor takes a gay teen to a cabin to perform conversion therapy. When he goes too far, bullying the kid into suicide, the ghost of his victim returns to plague the pastor and avenge the deaths of so many other ghosts like him."
The Faceless Man Project,Two documentary turned true crime filmmakers spend a week in the house of a deceased serial killer. Only for them to be tormented by the claustrophobia and a mysterious entity
The Family Business,"The Family Business is a Dark, Dramatic, Horror, Thriller where tensions rise among a twisted family of psychopaths who set out to create a very unique snuff film of epic proportions."
The Fear of Phasmophobia: House of the Paranormal,Two investigators put their real skills to the test and go to the most paranormal house of the year.
The Fetch of Hobbler's Trench,"For hundreds of years the people of Hobbler's Trench have lived cheek-by-jowl with the supernatural. It is said that, in ancient times, the land was stabbed and from the wound of it sprang all kinds of pestilence and evil. This day an ambitious politician has set up a reward for anyone able to find proof of any of the entities or hauntings the vicinity is famed for. This day haunted people will find no rest. This day adventurers will set out seeking to find evil and wiser people will be seeking to avoid it. Grandfather Menerva and his friends like Wilma Druitt and George Godforth will be among those seeking to avoid evil and know only too well they are being stalked by it. His grandson, Peter Menerva, however is tempted by the reward and will seek out after evil. Evil of course, keeps its own counsel."
The Film Café,"Two screenwriters struggle to come up with an idea to pitch to their boss at a film studio, and they have less than an hour until their appointment with.....the boss."
The Final Party,"As graduation nears, scholarship students at a party face a night of terror when the wealthy elite crash in, acting on dark childhood traumas. Trapped, they must survive the chaos and violence until dawn."
The First Omen,"A young American woman is sent to Rome to begin a life of service to the church, but encounters a darkness that causes her to question her faith and uncovers a terrifying conspiracy that hopes to bring about the birth of evil incarnate."
The Follower,"Niroth is an 18-year-old girl without a driver's license, yet she stole her father's car to go out and get drunk. Unfortunately, she collided with two motorcyclists, a father and his son, both of whom tragically lost their lives. Niroth drove away without taking any responsibility for her actions. Following the incident, she started to be haunted by the ghosts of the father and son. Can she survive in the end?"
The Forbidden Camp: Mass Possession,"A group of students enjoying camping activities. Instead of being a fun moment, the atmosphere becomes tense when one by one they are possessed by evil forces."
The Forest,"Blood Forest is a cursed land where none survive. When Sothea, Srey Khuoch, and their child accidentally enter, they find themselves caught in a web of strange and deadly events. A group of thieves arrives to steal its fabled gold, but greed seals their fate. Their only hope lies with Yay Neang, a mysterious figure who knows the forest's ancient secrets. But her connection to a vengeful spirit holds darker truths. As the family races against time, they must uncover the real force behind the curse-before it claims them all. Survival comes at a price, and not all will escape."
The Freaks of Fancy,"4 medical graduates are invited to spend the weekend at a beautiful island mansion by their mentor, Dr. Reed Wakefield. However, it soon becomes apparent that their stay was not planned for fun."
The Front Room,"It tells the story of a newly pregnant couple who are forced to take in an ailing, estranged stepmother."
The Frontrooms,"A workaholic with no time for anybody suddenly find himself trapped in his office. One night, he discovers that he can't find the front door. His phone stops working, and disappears. He starts to hear things and realizes he's not alone."
The Gatekeeper,"Struggling with the effects of extreme trauma, an antiques dealer happens upon an interesting piece--a cabinet owned by a priest who died under unusual circumstances."
The Geechee Witch: A Boo Hag Story,"After her mother-in-law is mysteriously killed, Leah and her husband relocate from Harlem to his family's estate in coastal Georgia, where she discovers a Boo Hag has been unleashed on her family, determined to take her life."
The Gesuidouz,"A misfit horror-themed rock band relocates to rural Japan, determined to compose the ultimate punk anthem."
The Get Out,A mother suffers as her life becomes a nightmare because of a dangerous family secret.
The Ghost,"Amid the barren landscape of post-famine Ireland, a father and daughter struggle to survive the brutal winter as caretakers of a remote mansion, only to be driven to the edge of sanity by the horrors lurking within."
The Ghoul Haunting,"When two young girls are tormented by the unseen demons of their own house, a number of their closest friends gather up to help cast out the entity."
The Girl 2,"Years after a horrific campground massacre, our deranged woman - now in a mental institution - continues her quest to inventively kill everyone in sight. This Travis Bowen sequel to The Girl (2011) stars Lisa Neeld (The Girl, Hellcat's Revenge), Gigi Edgley (Farscape), Leonora Scelfo (Scream, Do You Wanna Know a Secret?), Nancy Anne Ridder (Scream), Marc Price (Family Ties, Trick or Treat), Dylan Postl (Leprechaun: Originals), Debbie Scaletta (Escape From Death Block 13) and Ken Sechrist (The Girl, Dead Life, Murder Is Like Sex)."
The Girl Who Cried Her Eyes Out,"A group of friends trespass into a state park for a party. Through a dare, one encounters Caroline Woodman's vengeful spirit. As they die one by one, they race against time to stop the 300-year-old ghost's rampage before it's too late."
The Girl Who Wore Yellow Lace,"Arianna has just signed up with the biggest modeling agency in town. What appears to be a dream come true, has turned into a nightmare. One by one, beautiful models are being found murdered by a mysterious masked killer. Will the Girl who wore yellow lace be his next victim?"
The Girl in Yellow,"A college student falls in love with an ancient painting at a California antique shop. With each passing night, the lucky finder slowly discovers something unusual about the piece of art she bought. The portrait has a life of its own."
The Girl in the Trunk,"Kidnapped bride trapped in trunk uses phone to attempt escape, facing poisonous wildlife. Failed attempt costs a life. Stranded in desert heat, she plays deadly game over phone to identify kidnapper and survive."
The Greeter,"Paul, 54, works the graveyard shift at a movie theatre on the property of an old 60's drive-in theater in Melbourne, Florida. Something from the past; something evil. Something in the tall Australian pine forests."
The Grieving,"A mourning daughter attempts to understand her late father hauntings, as there's something really wrong with his urn and darker motives may at play."
The Hangman,"Troubled father Leon takes son camping in Appalachia. Local cult summons evil Hangman demon. Son goes missing. Leon must confront cult, monster to find him amid rising body count."
The Haunted Apartment: Miss K,"Apartment 610 holds a dark and terrifying secret, anyone who enters will die within four days. Can Alma and her sister, Mia, somehow evade the curse?"
The Haunted Granny,N/A
The Haunted Studio,"During the shooting of a horror movie, an eccentric B-movie producer inadvertently summons a demon."
"The Haunted, the Possessed and the Damned","A disgraced detective and newly-weds on the brink of ruin must race against time to save themselves and those they've sworn to protect from The Haunted, The Possessed and The Damned"
The Haunting in Rosemary Lane,Two men do a documentary about a haunted in rosemary lane. Until they disturb a demon from the 1930s. Will they get out the woods alive
The Haunting of Cottonwood,"David and Georgina's luck is about to change when good news arrives that David has inherited Cottonwood, an old Victorian house once used as an orphanage. What the family doesn't realize is that they've also inherited its evil past."
The Haunting of Lanquetot,"The Haunting of Lanquetot, set in present day Normandy France is an adrenaline fueled comedy horror of murder, human weakness and an historical love tale brought to life through one girls struggle, Chantilly, to escape her own limitations."
The Haunting of Michael Barrow,"After a brutal assault leaves his wife dead and his teenage son traumatized, a single father must battle his grief and the destruction it leaves behind, as the darkness in their home begins to take on a life of its own."
The Haunting of the Blain Mayor,The Haunting Of The Blain Mayor That The Romeans Family Experienced In 1892.
The Hay Man,Estranged brothers must face an evil threat to their family farm.
The Hellper,"A contemporary horror/chiller feature film set in Hong Kong. THE HELLPER is a story of vengeance, as a young Filipino maid takes work with an ex-pat family to exact a supernatural revenge."
The Hereditary,"A woman returns to her childhood home, where she encounters the trauma of her past and the tragedy she suffered. Tragic and disturbing events bring to light dark inherited secrets."
The Hoard,"A pregnant woman must make amends with her bizarre grandmother and help her clean her hoarded house, or be doomed to repeat her miserable life."
The Hostage,"When two amateur drug dealers, Jeremy and Will sell to a buyer that screws them out of $10,000 they decide to kidnap his girlfriend that unbeknownst to them is possessed by a demon, Arooka, looking to bring on Armageddon."
The Hounds of Darkness,"The Hounds of Darkness is an anthology movie, weaving tales of horror, comedy and the supernatural."
The House of Ghosts,"As the characters enter the large and mysterious house, they do not know that with each entry, a dark secret from the house's past is revealed; secrets that affect the lives of each individual."
The House on Laura Anne Dr.,A young couple move to Florida for a fresh start only to realize their new home has something sinister lurking.
The House on Mansfield Street II: Evil Next Door,"In a sequel, James Waring disappears after moving in with Anthony. Strange noises from vacant house next door. Neighbor Laura claims to practice witchcraft, accidentally unleashing ancient evil while trying to banish supernatural forces."
The House on the Lake,Two priests and a team of ghost hunters fight to cleanse a remote cabin of its demons and its storied past.
The Hunted,"After their boat engine fails in the Mediterranean Sea, a group of refugees are rescued by rich Europeans who offer them shelter on an idyllic island. But the miracle becomes a nightmare when the saviours turn into ruthless manhunters."
The Hunter's Anthology: The Demon Hunter,"Mac, a mysterious demon hunter, traps six strangers in a subway in New York City. He uncovers five supernatural tales, including a fortune teller, an insane asylum, a wish-granting coin, and a magic potion shop. Mac must solve the mystery."
The Inheritance,"A billionaire on the eve of his 75th birthday, invites his estranged children back home out of fear that tonight someone or something is going to kill him. He puts each of their inheritances on the line, to make sure they'll help."
The Intruder: The Movie (Chapter 1),"When Henry's wife Sarah, and son Jason are both killed in cold-blood by the Intruder, an 8 foot tall figure, Henry becomes his next target. Henry sets up cameras all over his house. But will they be enough to ensure his survival?"
The Jack in the Box Rises,"When a creepy Jack-in-the-Box is discovered and opened on the grounds of an exclusive girls' school, six brave students soon enter a fight to the finish against the unleashed demon."
The Jinxed,Mysterious and sinister forces are at work in the idyllic countryside that surrounds the monolithic Krest Enterprise in this broken anthology of horrifying coincidences.
The John Perkins Tapes,"This is the recovered footage of serial killer Johns Perkins, who filmed his victims, creating what he believed to be artistic videos."
The Killer Goldfish,N/A
The Killers,"In this South Korean omnibus film, four filmmakers - with particular but surprisingly cohesive approaches - introduce us to cinematic universes commanded by the presence of killers executing (or failing to execute) their jobs. From the slightly supernatural to true stories inspired by actual events, our four directors introduce us to their cinematic universes bound by the presence of nighthawks and killers. Dark humor, weapons and blood are part of the deal. ""Metamorphosis"" by Kim Jong-kwan weaves a revision of a revered horror figure, seductive and terrifying, in an alluring but suspiciously empty bar at night. Inspired by a real-life case, Roh Deok's ""Contractors"" brings surprising reversals when the chain of hired killers becomes a ring too long. A moody piece set in the 1970s, ""Everyone Is Waiting for the Man"" by Chang Han-jun rounds up a group of strangers who after-hours look for a mysterious killer with a tattoo of a narcissus. ""Silent Cinema"" by Lee Myung-se unleashes a stylish series of bizarre events when diner employees are surprised by three gangsters."
The Killgrin,"After a personal tragedy, Miranda explores unconventional self-help methods, only to learn from a spiritual healer that she has an infection of her aura called a 'killgrin', which thrives off her misery."
The Last American Possession,A grieving mother attempts to resurrect her daughter through the bodies of different young women.
The Last Breath,A group of old college friends reunite on a Caribbean scuba diving trip exploring the wreckage of a WWII battleship and find themselves trapped inside the underwater labyrinth of rusted metal surrounded by great white sharks.
The Last Chainsaw Massacre,"A group of teenagers camping in a remote town encounter a deranged killer known as The Chainsaw Man, who wears a human flesh mask and wields a blood-soaked chainsaw."
The Last Five Days: The Freak Building,"Chuck and Greg's father works as a security guard for a company that is closing down in December 1996. On his final shift, he sets out to record any paranormal activity he encounters during the night."
The Last Grail Hunter,N/A
The Last Nightmare Part One,Part One to the epic finale of the H20 story. Sequel to The Haddonfield Nightmare (2021)
The Last Podcast,N/A
The Last Ritual,N/A
The Last Stand,"After the apocalypse wreaked havoc on the world, Alex needs to evacuate from his usual shelter to take care of his pregnant wife Aimee. However, as a zombie keeps them at bay, Alex and Aimee decide to take their last stand for survival."
The Legend of Lake Hollow,A group of friends at a remote lakeside cabin find themselves in a deadly nightmare when trail cameras on the property reveal they are surrounded by more than just Mother Nature.
The Lights,"Adam battles hunger, loneliness and temptation as he finds that he is the last man at the end of the world"
The Listening,An ancient Egyptian demon terrorizes a High School.
The Little Mermaid,"Dr. Eric Prince, an archaeologist, makes a dramatic discovery on a small Caribbean island-proof of an ancient, advanced prehistoric society. While his dig is in progress, he meets the mysterious and beautiful Aurora Bey and falls in love."
The Lonely Man with the Ghost Machine,"The final survivor of a global calamity faces the literal ghosts of his past, encroaching insanity, and a new threat lurking outside his door."
The Lonely Ones,"When a young couple wake up one morning to discover the world outside their apartment has vanished, they must figure out a way to survive. But are they as alone as they think?"
The Lost Daughter,"A young woman follows a mysterious melody onto a remote tidal island. When she crosses back over at the next low tide, she emerges into a world where 25 years have passed."
The Lustful Dead II,"After ten years cinematographer Joe Newton feels compelled to face his trauma, and return to interview his subject - The notorious Hayden Reef. Completely consumed by his now infamous original documentary, Joe knows he'll need Hayden to relaunch his name as a daring, controversial filmmaker turned video blogger."
The Man-Tis,"A clumsy but well-meaning professor creates a love potion from praying mantis DNA to win the heart of a news lady who has feelings for him. However, the experiment goes wrong and turns him into an insectoid monster that rampages across his college campus."
The Massacre,A young girl's life is in danger when a group of psychopaths plan a bloodthirsty and macabre game.
The Master and Margarita,"A writer's novel is banned and play canceled. He then conceives a satirical novel where a devil-like character metaphorically revenges those responsible. Knowing it cannot be published, his muse Margarita pushes him to write it anyway."
The Matriarch,"A thirteen year old girl kills her addict mother's boyfriend in self-defense, and is subsequently terrorized by her own mother."
The McKinney Family Home Videos,A loving father's obsession with recording family memories takes a sinister turn as his home videos reveal a dark presence threatening to destroy everything he holds dear.
The Melon Heads: House of Crow,"While working on their senior project, Ada Collins and Kaylee Miller find themselves face to face with the sinister Doctor Crow and his Melon Heads."
The Mermaid,A mysterious girl is saved from drowning by a fragmented family living in a desolate beach house. Her strange relationship with them becomes intimate and complex until everything reaches to a point of no return.
The Message,Leaving a broken marriage and finding a job at a motel could be the best thing that's happened to Marion in years. Disturbing phone messages however soon begin to threaten her sanity.
The Mini Lights,Be careful what you read. Some passages lead to the resurrection of the dead.
The Mitchin Murders,"Two journalists arrive in the small-town of Mitchin, Iowa in 1994 on a mission to solve a string of mysterious murders that started four years prior."
The Mollusk Murders,A photographer-turned-foodie goes down the path of a serial murderer.
The Monster Beneath Us,"Yorkshire, 1898. A grieving woman and her son move back to the unoccupied house of her ex husband, recently found dead, but they discover that they are not alone inside the house."
The Monsters Under Our Bed,"A paranormal investigator investigates a child murder that took place 1 year ago. He finds 2 serial killers in animal masks forced to make their next murder. Eventually, the rest of these killers come out of hiding to attack San Jose."
The Moogai,"A young Aboriginal couple brings home their second baby. What should be a joyous time takes a sinister turn, as the baby's mother starts seeing a malevolent spirit she is convinced is trying to take her baby."
The Mortician,N/A
The Mouse Trap,"It's Alex's 21st Birthday, but she's stuck at the amusement arcade on a late shift so her friends decide to surprise her, but a masked killer dressed as Mickey Mouse decides to play a game of his own with them which she must survive."
The Naughty List of Mr. Scrooge,"Former college friends reunite 10 years after a tragedy during a production of A Christmas Carol. Gathering at a winter chalet, they are stalked and killed one by one by someone dressed as a terrifying Ebenezer Scrooge."
The New Purge,A woman lives in her own flesh a macabre purge where people are killed indiscriminately for fun.
The Nexus,"Eight disturbingly twisted tales showcase the depths an insidious corporation will sink to prey on desperate people, conjuring nightmarish manifestations of their primal human desires."
The Night Curse of Reatrei,"After Pol Pot regime, 1993, they moved into an abandoned orphanage. They realized that the whole building was cursed by a vengeful spirit, Reatrei. Tragedies start to happen one after another until they find what her curse wants."
The Night Devours,A serial killer facing his own mortality looks back on his life and the events that have brought him to this point in time.
The Night Ground,Kaos trespasses onto a haunted playground by night where he struggles to escape.
The Night of the Harvest,Aubrey and her friends go geocaching in the woods behind an old cornfield where they are trapped and hunted by a masked woman in white.
The North Witch,"Five women embark on a search for a cabin that mysteriously went missing 60 years ago. They soon realize that watching them is a sinister, demented being. Can they survive the horrors of The North Witch, or is death the better way out?"
The Notorious Finster,"A journalist who writes about a notorious serial killer, Finster, leaves the city for a more peaceful life but soon learns violence has no boundaries."
The Occult,"When a young man falls for a seductive but mentally unstable fortune-teller, he begins to suspect her family is hiding a diabolical secret."
The Omicron Killer,"Attacked by vicious thugs, left severely wounded and hospitalized, a serial killer known as The Omicron Killer vows vengeance as he embarks on a new reign of terror."
The Only Ones,"A group of friends' plans unravel when a string of misfortunes spirals into bloodshed. Trust crumbles as the survivors are forced to confront harrowing the truth that sometimes, the deadliest threats come from within."
The Other Side,"Awoken by an unexpected noise, a woman discovers that what she dreads is already inside the house."
The Painted,"A 1960s suburban family's plans are interrupted when they're called to a deceased relative's estate, where they begin to unravel the secrets that haunt the premises-strange occurrences, archaic rituals, and sinister paintings on the walls."
The Pandemic Dilemma,"Afraid of going to an orphanage, a 6-old-year boy must learn to take care of himself and to hide his mother's corpse from suspecting neighbors when she dies during a pandemic lockdown."
The Platform 2,"A thrilling physical journey that allows an approach to the darkness, where it is scary to look. It appeals to the viewer's civil responsibility and forces them to face the limits of their own solidarity."
The Point Pleasant Tapes,"In 1987, three friends vanish on a road trip to West Virginia. Thirty-four years later, footage of their final moments leaks onto YouTube, forcing viewers to question the existence of an ancient evil within the Appalachian woods."
The Pray,"A group of content creators believed that filming videos about superstitions for social media would help them earn a lot of money. For their latest project, they ventured into a forest and performed various rituals to capture on film. They didn't believe in the supernatural, but in the end, they encountered accidents because of those events. Only three of them managed to make it out of the forest, and they decided to leave behind the cameras with all the horror footage recorded, choosing not to bring them out for use."
The Prey,"A cult known as the Wendigo Clan hunts down various random people to appease their almighty creature. Years ago, one man attempted to put an end to their plans; a survivalist named B.J. Vega. He's dead but has a son."
The Prodigy,"Street hustler Adam has just about given up on life. When he finds himself held captive at the mercy of a deranged psychopath, he must decide whether to give up - or fight like hell to keep on living."
The Radleys,"A seemingly ordinary family actually has a dark secret: they are vampires. They choose not to drink blood despite their natural cravings, but their truth is revealed one day."
The Rake,"Four teens go camping at an abandoned scout camp for some late summer camping. Come nightfall, they start getting picked off one by one by the Rake. Andy (JM Ward) and Lauren (Corinne Tiernan) have to fight to stay alive and make their way out of the woods before it's too late."
The Red Box Project,"Four friends explore a cave rumored to have formed from an ancient comet impact. The unstable cave traps them inside. They use walkies to communicate while hunted by a mysterious, non-human predator lurking within the depths."
The Red Herring,"In The Red Herring, Ridhi and Diksha must break a deadly curse tied to a cocoon, facing supernatural terror and tough choices in a journey that tests their friendship and leads to a haunting twist."
The Redemption of Sin,"The twists and turns of Wening's struggle, a mother who is willing to be haunted and atone for her sins in order to reunite with her lost daughter, Nirmala."
The Resurrection of Amy Barlow,Tyler Brody has kept a secret for twenty years. A secret that is lying on the bottom of the river in Harper's Grove. Only one other man knows his secret. A man known only as The Emissary.
The Ritual,"When given the chance to reunite with her deceased father, college sophomore Maria joins a paranormal academic group led by Louis. However, their scientific venture unearths an ancient ritual in which the group is doomed to take part."
The Ritual Soul,Brother and sister have been separated for many years. Their grandmother received a sick person who was possessed by an evil spirit during the healing process and also brought the spirit.
The Roost,"A Black couple crash a class reunion for food and bite off more than they can chew with a friendly but odd host that tells macabre stories throughout the day, while being bullied by his classmates."
The Rule of Jenny Pen,"Confined to a secluded rest home and trapped within his stroke-ridden body, a former Judge must stop an elderly psychopath who employs a child's puppet to abuse the home's residents with deadly consequences."
The Ruse,An in-home caregiver fears for her life after being assigned to a mysterious elderly patient in a remote seaside home.
The Sacrifice,"A Saudi psychological horror, The Sacrifice tells the story of four friends who enter an abandoned haunted house, devastated by a merciless blaze the previous year. Little do they know; they may never be able to leave."
The Scarlet Fry Collection,"""The Scarlet Fry Collection"" is a 2024 blu-ray collection of five ""Scarlet Fry"" horror movies."
The Secrets of a Drone,N/A
The Seductress from Hell,A Hollywood actress undergoes a horrific transformation after being pushed to the edge by her psychopathic husband.
The Seven Darks,A man receives 7 phone calls from a dark entity.
The Severed Sun,"Magpie lives in an isolated church community ruled over by her father, The Pastor. When a man is murdered, paranoia sets in and people start to whisper about a strange 'Beast' that lives in the forest."
The Shadow,"Juhan Liiv, a struggling poet and an unlikely detective suffering from the early stages of schizophrenia, solves gruesome murder cases in Estonia in the 1890s under the shadow of the tyrannical Russian Empire."
The Shrouds,"Karsh, an innovative businessman and grieving widower, builds a device to connect with the dead inside a burial shroud."
The Sin,Dance students' experimental film shoot takes an eerie turn when a crew member returns from the dead. Their interpretive dances explore the supernatural incident through a shamanistic lens.
The Sisters,"A series of unexplained missing cases and disturbing deaths start to occur in a faraway village when the Chief's dead daughter comes back to life, unveiling shocking secrets of the village's Forest Demon and the ritual of human sacrifice related to the prosperity of the Chief's family."
The Smell of Blood,A group of young campers have been missing and Major Tehrani is investigating the case.
The Soul Eater,"When violent and gruesome deaths starts plaguing a small mountain village, an old legend about a malevolent creature resurfaces."
The Spirit Hunter,N/A
The Stalking,A witch conjures up evil spirits in the form of malignant sunflower plants which wreak havoc on a small suburban town. And a group of bullied teens must fight to survive these and other terrors that await them on Halloween Night.
The Statement,"Descending into a cave, two men seek answers to a book of unknown horrors. What will they find and will their sanity prevail?"
The Stickman's Hollow,A series of mysterious and savage murders plague an area of remote wilderness known for its insidious past.
The Strangers: Chapter 1,"After their car breaks down in an eerie small town, a young couple is forced to spend the night in a remote cabin. Panic ensues as they are terrorized by three masked strangers who strike with no mercy and seemingly no motive."
The Substance,"A fading celebrity takes a black-market drug: a cell-replicating substance that creates a younger, better version of herself."
The Suffering of Monique,N/A
The Summer We Died,"A group of young adults defy a curfew imposed due to a serial killer, documenting their nighttime adventures as they navigate the transition from adolescence to adulthood in the Nevada summer heat."
The Swift,"A Single mother, working two jobs to support her daughter and mother. while working her Rideshare job, she picks up a passenger who she believes to be the man of her dreams. Or did she meet her worst nightmare."
The Tattoo,"Meak and Kolney were in a romantic relationship, and Meak had Kolney's face tattooed on his chest as a sign of his love. Meak owned a tattoo shop where he met MeiMei, a woman who enjoyed getting tattoos. Kolney found out that Meak had been unfaithful with MeiMei and was deeply hurt. She ran away, and Meak later discovered that the tattoo of Kolney's name on his chest seemed to change, showing a smiling face at times and appearing frightening at others. Despite his efforts, he couldn't remove the tattoo. Tragically, Meak learned that Kolney had died while fleeing from him. He sought forgiveness, but it was clear that things could not be mended."
The Thing,"A strange creature takes over human beings, causing chaos and death for anyone who comes into contact with it."
The Tooth Fairy and Other Twisted Tales,N/A
The Tormented,A new widow and her friends travel to the sacred land where her husband proposed to pay respects. But it soon becomes evident this is no ordinary place as horrific visions and living nightmares begin to torment them - with their pasts.
The Torture: Beranak dalam Kubur,"Galuh, who is heavily pregnant, often feels strange things with her pregnancy. It is a black magic sent by Ki Samber Jiwo but it fails. Because of that, Ki Samber Jiwo kidnaps Galuh, kills her and buries her in the forest. Galuh gives birth to twins in the grave and then dies. Galuh, who has become a spirit, comes to Ki Samber Jiwo to take revenge. Galuh attacks Ki Samber Jiwo and before dying, Ki Samber Jiwo says that he was only ordered by someone. Galuh is very shocked when he finds out that the mastermind behind all this is the person he loves very much."
The Town Without Halloween,"In a town immersed in Halloween traditions, a group of teens stumbles upon the Mayor's scheme to abolish the beloved holiday. With dark powers at stake, they must save their community and Halloween itself in The Town Without Halloween."
The Trail,"A young woman embarks on a remote hiking trail in the Alps to cope with a trauma. In the midst of the rustic landscape, she is now not only confronted with her own fears, but also has to face an alien threat."
The Train of Death,"Bloody terror wiped out the Sangkara Train carriages one by one, putting passengers at risk of life and death."
The Twelve Step Strangler,"When a serial killer starts targeting the members of a small-town Alcoholics Anonymous fellowship, everyone is a target and a suspect."
The Twin,"After the tragic loss of his son, a man begins experiencing terrifying visions of a figure that looks like himself. As reality unravels, he must confront his past and the supernatural force haunting him before it consumes him completely."
The Unrighteous,N/A
The Unsolved Love Hotel Murder Case Incident,"Starting out as nothing but a drunken whim, filmmakers Guy and Dave, along with their bartender friend Kuromi, set out to explore the site of the brutal and mysterious murder of a young woman in a love hotel, an incident that took place twenty years prior. The trio make their way into the middle of nowhere to the town, which is rife with rumours of ghosts and curses, and the now abandoned building. They document their night in the murder room-a night that becomes a terrifying ordeal."
The Vampire Next Door,"Introverted Cameron, is desperately in love with his high school crush Diane. But his romantic pursuit is halted when Victoria, a female vampire moves in next door. Cameron soon discovers he's in the middle of a life-and-death adventure."
The Vampire and the Vigilante,A beautiful seductress lures unsuspecting victims to a ravenous Vampire while a newly converted Vampiress becomes entangled with a Vigilante killer.
The Vent,A man is working at night and suddenly hears a strange voice from the vent.
